"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1973","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","36","","","","0"
"1973","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","2.09","","","","2"
"1973","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","-6.98","","","","2"
"1973","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","8.44","","","","2"
"1973","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","87","","","","0"
"1973","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","3.68","","","","2"
"1973","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","-3.86","","","","2"
"1973","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","73.46","","","","2"
"1973","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","4","","","","0"
"1973","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","18.91","","","","2"
"1973","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","26.99","","","","2"
"1973","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","-5.49","","","","2"
"1973","Northwest Territories including Nunavut","","Number of homicide victims","Number","223","units","0","v1540446","13.1","4","","","t","0"
"1973","Northwest Territories including Nunavut","","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540447","13.2","9.82","","","t","2"
"1973","Northwest Territories including Nunavut","","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400204","13.3","90.27","","","t","2"
"1973","Northwest Territories including Nunavut","","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400205","13.4","152.18","","","t","2"
"1973","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","","..","","","0"
"1973","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","","..","","","2"
"1973","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","","..","","","2"
"1973","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","","..","","","2"
"1973","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","","..","","","0"
"1973","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","","..","","","2"
"1973","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","","..","","","2"
"1973","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","","..","","","2"
"1974","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","597","","","","0"
"1974","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","2.62","","","","2"
"1974","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","","..","","","2"
"1974","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","","..","","","2"
"1974","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","3","","","","0"
"1974","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","0.55","","","","2"
"1974","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","","..","","","2"
"1974","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","","..","","","2"
"1974","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","2","","","","0"
"1974","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","1.72","","","","2"
"1974","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","","..","","","2"
"1974","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","","..","","","2"
"1974","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","8","","","","0"
"1974","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","0.98","","","","2"
"1974","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","","..","","","2"
"1974","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","","..","","","2"
"1974","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","21","","","","0"
"1974","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","3.16","","","","2"
"1974","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","","..","","","2"
"1974","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","","..","","","2"
"1974","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","169","","","","0"
"1974","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","2.70","","","","2"
"1974","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","","..","","","2"
"1974","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","","..","","","2"
"1974","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","160","","","","0"
"1974","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","1.95","","","","2"
"1974","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","","..","","","2"
"1974","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","","..","","","2"
"1974","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","42","","","","0"
"1974","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","4.12","","","","2"
"1974","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","","..","","","2"
"1974","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","","..","","","2"
"1974","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","31","","","","0"
"1974","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","3.41","","","","2"
"1974","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","","..","","","2"
"1974","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","","..","","","2"
"1974","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","44","","","","0"
"1974","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","2.51","","","","2"
"1974","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","","..","","","2"
"1974","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","","..","","","2"
"1974","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","106","","","","0"
"1974","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","4.34","","","","2"
"1974","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","","..","","","2"
"1974","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","","..","","","2"
"1974","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","3","","","","0"
"1974","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","14.24","","","","2"
"1974","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","","..","","","2"
"1974","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","","..","","","2"
"1974","Northwest Territories including Nunavut","","Number of homicide victims","Number","223","units","0","v1540446","13.1","8","","","t","0"
"1974","Northwest Territories including Nunavut","","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540447","13.2","19.45","","","t","2"
"1974","Northwest Territories including Nunavut","","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400204","13.3","","..","","t","2"
"1974","Northwest Territories including Nunavut","","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400205","13.4","","..","","t","2"
"1974","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","","..","","","0"
"1974","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","","..","","","2"
"1974","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","","..","","","2"
"1974","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","","..","","","2"
"1974","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","","..","","","0"
"1974","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","","..","","","2"
"1974","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","","..","","","2"
"1974","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","","..","","","2"
"1975","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","701","","","","0"
"1975","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","3.03","","","","2"
"1975","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","15.72","","","","2"
"1975","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","","..","","","2"
"1975","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","4","","","","0"
"1975","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","0.72","","","","2"
"1975","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","31.68","","","","2"
"1975","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","","..","","","2"
"1975","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","0","","","","0"
"1975","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.00","","","","2"
"1975","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","-100.00","","","","2"
"1975","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","","..","","","2"
"1975","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","14","","","","0"
"1975","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","1.69","","","","2"
"1975","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","73.35","","","","2"
"1975","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","","..","","","2"
"1975","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","12","","","","0"
"1975","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","1.77","","","","2"
"1975","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","-43.89","","","","2"
"1975","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","","..","","","2"
"1975","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","225","","","","0"
"1975","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","3.55","","","","2"
"1975","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","31.84","","","","2"
"1975","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","","..","","","2"
"1975","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","207","","","","0"
"1975","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","2.49","","","","2"
"1975","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","27.58","","","","2"
"1975","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","","..","","","2"
"1975","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","37","","","","0"
"1975","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","3.61","","","","2"
"1975","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","-12.49","","","","2"
"1975","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","","..","","","2"
"1975","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","36","","","","0"
"1975","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","3.92","","","","2"
"1975","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","15.00","","","","2"
"1975","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","","..","","","2"
"1975","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","57","","","","0"
"1975","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","3.15","","","","2"
"1975","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","25.67","","","","2"
"1975","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","","..","","","2"
"1975","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","98","","","","0"
"1975","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","3.92","","","","2"
"1975","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","-9.66","","","","2"
"1975","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","","..","","","2"
"1975","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","6","","","","0"
"1975","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","27.39","","","","2"
"1975","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","92.34","","","","2"
"1975","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","","..","","","2"
"1975","Northwest Territories including Nunavut","","Number of homicide victims","Number","223","units","0","v1540446","13.1","5","","","t","0"
"1975","Northwest Territories including Nunavut","","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540447","13.2","11.67","","","t","2"
"1975","Northwest Territories including Nunavut","","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400204","13.3","-40.01","","","t","2"
"1975","Northwest Territories including Nunavut","","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400205","13.4","","..","","t","2"
"1975","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","","..","","","0"
"1975","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","","..","","","2"
"1975","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","","..","","","2"
"1975","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","","..","","","2"
"1975","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","","..","","","0"
"1975","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","","..","","","2"
"1975","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","","..","","","2"
"1975","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","","..","","","2"
"1976","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","667","","","","0"
"1976","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","2.84","","","","2"
"1976","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","-6.09","","","","2"
"1976","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","","..","","","2"
"1976","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","6","","","","0"
"1976","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","1.07","","","","2"
"1976","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","48.36","","","","2"
"1976","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","","..","","","2"
"1976","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","2","","","","0"
"1976","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","1.69","","","","2"
"1976","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","100.00","","","","2"
"1976","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","","..","","","2"
"1976","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","25","","","","0"
"1976","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","2.99","","","","2"
"1976","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","76.73","","","","2"
"1976","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","","..","","","2"
"1976","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","14","","","","0"
"1976","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","2.03","","","","2"
"1976","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","14.55","","","","2"
"1976","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","","..","","","2"
"1976","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","205","","","","0"
"1976","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","3.20","","","","2"
"1976","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","-9.84","","","","2"
"1976","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","","..","","","2"
"1976","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","183","","","","0"
"1976","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","2.17","","","","2"
"1976","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","-12.58","","","","2"
"1976","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","","..","","","2"
"1976","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","31","","","","0"
"1976","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","3.00","","","","2"
"1976","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","-16.77","","","","2"
"1976","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","","..","","","2"
"1976","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","34","","","","0"
"1976","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","3.65","","","","2"
"1976","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","-7.00","","","","2"
"1976","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","","..","","","2"
"1976","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","67","","","","0"
"1976","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","3.58","","","","2"
"1976","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","13.73","","","","2"
"1976","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","","..","","","2"
"1976","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","88","","","","0"
"1976","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","3.47","","","","2"
"1976","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","-11.42","","","","2"
"1976","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","","..","","","2"
"1976","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","4","","","","0"
"1976","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","17.80","","","","2"
"1976","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","-35.00","","","","2"
"1976","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","","..","","","2"
"1976","Northwest Territories including Nunavut","","Number of homicide victims","Number","223","units","0","v1540446","13.1","8","","","t","0"
"1976","Northwest Territories including Nunavut","","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540447","13.2","18.05","","","t","2"
"1976","Northwest Territories including Nunavut","","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400204","13.3","54.68","","","t","2"
"1976","Northwest Territories including Nunavut","","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400205","13.4","","..","","t","2"
"1976","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","","..","","","0"
"1976","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","","..","","","2"
"1976","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","","..","","","2"
"1976","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","","..","","","2"
"1976","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","","..","","","0"
"1976","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","","..","","","2"
"1976","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","","..","","","2"
"1976","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","","..","","","2"
"1977","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","712","","","","0"
"1977","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","3.00","","","","2"
"1977","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","5.50","","","","2"
"1977","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","","..","","","2"
"1977","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","8","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","1.42","","","","2"
"1977","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","32.71","","","","2"
"1977","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","","..","","","2"
"1977","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","1","","","","0"
"1977","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.83","","","","2"
"1977","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","-50.58","","","","2"
"1977","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","","..","","","2"
"1977","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","14","","","","0"
"1977","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","1.67","","","","2"
"1977","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","-44.30","","","","2"
"1977","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","","..","","","2"
"1977","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","38","","","","0"
"1977","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","5.46","","","","2"
"1977","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","168.98","","","","2"
"1977","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","","..","","","2"
