"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","4.51","","","","2"
"2008","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","-13.51","","","","2"
"2008","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","55.40","","","","2"
"2008","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","31","","","","0"
"2008","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","3.05","","","","2"
"2008","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","1.78","","","","2"
"2008","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","-6.05","","","","2"
"2008","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","111","","","","0"
"2008","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","3.09","","","","2"
"2008","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","21.88","","","","2"
"2008","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","39.85","","","","2"
"2008","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","118","","","","0"
"2008","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","2.71","","","","2"
"2008","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","32.29","","","","2"
"2008","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","20.07","","","","2"
"2008","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","3","","","","0"
"2008","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","9.07","","","","2"
"2008","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","47.59","","","","2"
"2008","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","-5.88","","","","2"
"2008","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","3","","","","0"
"2008","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","6.92","","","","2"
"2008","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","50.08","","","","2"
"2008","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","","..","","","2"
"2008","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","4","","","","0"
"2008","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","12.54","","","","2"
"2008","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","-43.75","","","","2"
"2008","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","","..","","","2"
"2009","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","611","","","","0"
"2009","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","1.82","","","","2"
"2009","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","-1.62","","","","2"
"2009","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","2.49","","","","2"
"2009","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","1","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","0.19","","","","2"
"2009","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","-80.20","","","","2"
"2009","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","-48.39","","","","2"
"2009","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","0","","","","0"
"2009","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.00","","","","2"
"2009","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","-100.00","","","","2"
"2009","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","-100.00","","","","2"
"2009","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","15","","","","0"
"2009","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","1.60","","","","2"
"2009","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","24.69","","","","2"
"2009","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","6.65","","","","2"
"2009","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","12","","","","0"
"2009","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","1.60","","","","2"
"2009","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","298.35","","","","2"
"2009","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","33.45","","","","2"
"2009","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","87","","","","0"
"2009","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","1.11","","","","2"
"2009","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","-6.42","","","","2"
"2009","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","-40.71","","","","2"
"2009","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","179","","","","0"
"2009","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","1.38","","","","2"
"2009","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","0.80","","","","2"
"2009","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","-2.18","","","","2"
"2009","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","57","","","","0"
"2009","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","4.72","","","","2"
"2009","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","4.61","","","","2"
"2009","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","107.24","","","","2"
"2009","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","36","","","","0"
"2009","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","3.48","","","","2"
"2009","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","14.17","","","","2"
"2009","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","171.55","","","","2"
"2009","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","97","","","","0"
"2009","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","2.64","","","","2"
"2009","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","-14.59","","","","2"
"2009","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","27.64","","","","2"
"2009","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","117","","","","0"
"2009","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","2.65","","","","2"
"2009","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","-2.22","","","","2"
"2009","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","-3.27","","","","2"
"2009","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","2","","","","0"
"2009","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","5.93","","","","2"
"2009","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","-34.61","","","","2"
"2009","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","82.48","","","","2"
"2009","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","2","","","","0"
"2009","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","4.64","","","","2"
"2009","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","-33.02","","","","2"
"2009","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","88.44","","","","2"
"2009","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","6","","","","0"
"2009","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","18.40","","","","2"
"2009","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","46.74","","","","2"
"2009","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","146.83","","","","2"
"2010","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","558","","","","0"
"2010","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","1.64","","","","2"
"2010","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","-9.69","","","","2"
"2010","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","-7.77","","","","2"
"2010","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","4","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","0.77","","","","2"
"2010","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","295.98","","","","2"
"2010","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","-32.56","","","","2"
"2010","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","0","","","","0"
"2010","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.00","","","","2"
"2010","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","0.00","","","","2"
"2010","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","-100.00","","","","2"
"2010","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","22","","","","0"
"2010","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","2.34","","","","2"
"2010","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","46.06","","","","2"
"2010","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","36.30","","","","2"
"2010","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","9","","","","0"
"2010","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","1.20","","","","2"
"2010","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","-25.31","","","","2"
"2010","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","-10.30","","","","2"
"2010","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","86","","","","0"
"2010","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","1.08","","","","2"
"2010","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","-2.22","","","","2"
"2010","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","-45.72","","","","2"
"2010","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","189","","","","0"
"2010","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","1.44","","","","2"
"2010","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","4.48","","","","2"
"2010","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","6.42","","","","2"
"2010","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","45","","","","0"
"2010","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","3.69","","","","2"
"2010","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","-21.85","","","","2"
"2010","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","40.96","","","","2"
"2010","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","34","","","","0"
"2010","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","3.23","","","","2"
"2010","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","-7.05","","","","2"
"2010","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","25.34","","","","2"
"2010","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","78","","","","0"
"2010","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","2.09","","","","2"
"2010","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","-20.74","","","","2"
"2010","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","6.43","","","","2"
"2010","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","83","","","","0"
"2010","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","1.86","","","","2"
"2010","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","-29.94","","","","2"
"2010","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","-11.68","","","","2"
"2010","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","1","","","","0"
"2010","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","2.89","","","","2"
"2010","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","-51.25","","","","2"
"2010","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","-56.03","","","","2"
"2010","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","1","","","","0"
"2010","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","2.31","","","","2"
"2010","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","-50.15","","","","2"
"2010","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","-6.42","","","","2"
"2010","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","6","","","","0"
"2010","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","17.99","","","","2"
"2010","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","-2.26","","","","2"
"2010","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","64.90","","","","2"
"2011","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","609","","","","0"
"2011","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","1.77","","","","2"
"2011","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","8.08","","","","2"
"2011","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","-0.70","","","","2"
"2011","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","4","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","0.76","","","","2"
"2011","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","-0.58","","","","2"
"2011","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","297.74","","","","2"
"2011","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","1","","","","0"
"2011","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.69","","","","2"
"2011","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","100.00","","","","2"
"2011","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","-52.54","","","","2"
"2011","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","22","","","","0"
"2011","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","2.33","","","","2"
"2011","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","-0.23","","","","2"
"2011","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","141.38","","","","2"
"2011","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","8","","","","0"
"2011","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","1.06","","","","2"
"2011","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","-11.42","","","","2"
"2011","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","-0.78","","","","2"
"2011","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","106","","","","0"
"2011","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","1.32","","","","2"
"2011","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","22.09","","","","2"
"2011","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","-30.54","","","","2"
"2011","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","163","","","","0"
"2011","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","1.23","","","","2"
"2011","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","-14.58","","","","2"
"2011","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","-14.49","","","","2"
"2011","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","54","","","","0"
"2011","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","4.38","","","","2"
"2011","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","18.76","","","","2"
"2011","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","48.24","","","","2"
"2011","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","38","","","","0"
"2011","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","3.56","","","","2"
"2011","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","10.23","","","","2"
"2011","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","37.13","","","","2"
"2011","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","115","","","","0"
"2011","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","3.04","","","","2"
"2011","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","45.24","","","","2"
"2011","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","34.51","","","","2"
"2011","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","88","","","","0"
"2011","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","1.95","","","","2"
"2011","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","5.17","","","","2"
"2011","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","-6.26","","","","2"
"2011","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","0","","","","0"
"2011","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","0.00","","","","2"
"2011","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","-100.00","","","","2"
"2011","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","-100.00","","","","2"
"2011","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","3","","","","0"
"2011","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","6.90","","","","2"
"2011","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","198.44","","","","2"
"2011","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","-29.59","","","","2"
"2011","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","7","","","","0"
"2011","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","20.47","","","","2"
"2011","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","13.80","","","","2"
"2011","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","91.99","","","","2"
"2012","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","548","","","","0"
"2012","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","1.58","","","","2"
"2012","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","-10.99","","","","2"
"2012","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","-14.96","","","","2"
"2012","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","2","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","0.38","","","","2"
"2012","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","-50.13","","","","2"
"2012","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","-1.29","","","","2"
"2012","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","0","","","","0"
"2012","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.00","","","","2"
"2012","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","-100.00","","","","2"
"2012","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","-100.00","","","","2"
"2012","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","17","","","","0"
"2012","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","1.80","","","","2"
"2012","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","-22.67","","","","2"
"2012","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","68.45","","","","2"
"2012","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","6","","","","0"
"2012","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","0.79","","","","2"
"2012","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","-25.26","","","","2"
"2012","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","-34.13","","","","2"
"2012","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","108","","","","0"
"2012","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","1.34","","","","2"
"2012","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","1.18","","","","2"
"2012","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","-14.79","","","","2"
"2012","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","163","","","","0"
"2012","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","1.22","","","","2"
"2012","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","-0.97","","","","2"
