,,,"Vancouver, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Income of individuals in 2015","  Without employment income",,  146775,,   65195,,   81570,, 1095320,,  467570,,  627745,
"Income of individuals in 2015","  With employment income",,  401075,,  199930,,  201145,, 2775010,, 1415295,, 1359715,
"Income of individuals in 2015","  Percentage with employment income",,     73.2,,     75.4,,     71.1,,     71.7,,     75.2,,     68.4,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   51270,,   23085,,   28190,,  441080,,  204275,,  236810,
"Income of individuals in 2015","    $5;000 to $9;999",,   29405,,   13005,,   16405,,  212715,,   90015,,  122705,
"Income of individuals in 2015","    $10;000 to $19;999",,   54795,,   24940,,   29855,,  371875,,  160350,,  211525,
"Income of individuals in 2015","    $20;000 to $29;999",,   45655,,   21135,,   24520,,  309470,,  135945,,  173525,
"Income of individuals in 2015","    $30;000 to $39;999",,   41770,,   19625,,   22145,,  282045,,  126870,,  155180,
"Income of individuals in 2015","    $40;000 to $49;999",,   38570,,   17880,,   20690,,  253810,,  118870,,  134935,
"Income of individuals in 2015","    $50;000 to $59;999",,   30125,,   15295,,   14825,,  203885,,  107605,,   96280,
"Income of individuals in 2015","    $60;000 to $69;999",,   24220,,   12850,,   11370,,  163740,,   98205,,   65535,
"Income of individuals in 2015","    $70;000 to $79;999",,   19345,,   10355,,    8990,,  132340,,   82120,,   50220,
"Income of individuals in 2015","    $80;000 and over",,   65920,,   41765,,   24160,,  404040,,  291050,,  112990,
"Income of individuals in 2015","      $80;000 to $89;999",,   15480,,    8420,,    7060,,  106680,,   67815,,   38860,
"Income of individuals in 2015","      $90;000 to $99;999",,   11080,,    6415,,    4665,,   76470,,   51990,,   24480,
"Income of individuals in 2015","      $100;000 and over",,   39360,,   26925,,   12435,,  220890,,  171245,,   49645,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,  283920,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   65327,,,...,,...,   69995,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   56908,,,...,,...,   61280,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,  110020,,,...,,...,  541915,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   38449,,,...,,...,   35701,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   33957,,,...,,...,   31899,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,  173895,,,...,,..., 1340055,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,   89207,,,...,,...,   88466,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   77792,,,...,,...,   77108,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,  283915,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   93947,,,...,,...,   90354,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   76249,,,...,,...,   75209,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,  110025,,,...,,...,  541925,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   52841,,,...,,...,   46696,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   43034,,,...,,...,   39091,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,  173890,,,...,,..., 1340045,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,  119956,,,...,,...,  108010,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,   97265,,,...,,...,   89816,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,  283915,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,    9965,,,...,,...,   43415,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    5830,,,...,,...,   27140,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,   12065,,,...,,...,   55745,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,   14620,,,...,,...,   77565,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,   11735,,,...,,...,   78695,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,   11280,,,...,,...,   72985,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,   11360,,,...,,...,   78080,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,   11200,,,...,,...,   78395,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,   11445,,,...,,...,   76775,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,   10995,,,...,,...,   75860,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   21055,,,...,,...,  143475,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   19180,,,...,,...,  132845,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   17365,,,...,,...,  122350,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   15290,,,...,,...,  111350,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,   13185,,,...,,...,   99420,,,...,,...
"Income of households in 2015","  $100;000 and over",,   87365,,,...,,...,  607855,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   25415,,,...,,...,  198140,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   18000,,,...,,...,  138420,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,   20635,,,...,,...,  149210,,,...,,...
"Income of households in 2015","    $200;000 and over",,   23310,,,...,,...,  122080,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,  283915,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,   10690,,,...,,...,   46350,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    5900,,,...,,...,   27605,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,   12295,,,...,,...,   56780,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,   15100,,,...,,...,   80315,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,   13380,,,...,,...,   89795,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,   13580,,,...,,...,   88035,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,   13810,,,...,,...,   93640,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,   13785,,,...,,...,   92220,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,   13520,,,...,,...,   91635,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,   13085,,,...,,...,   88520,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   24025,,,...,,...,  165685,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   21315,,,...,,...,  150650,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   18365,,,...,,...,  136430,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   15250,,,...,,...,  118520,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,   12795,,,...,,...,  101185,,,...,,...
"Income of households in 2015","  $100;000 and over",,   67015,,,...,,...,  454595,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   24115,,,...,,...,  187490,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   15235,,,...,,...,  111260,,,...,,...
"Income of households in 2015","    $150;000 and over",,   27660,,,...,,...,  155845,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,  157895,,,...,,..., 1276275,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,   90754,,,...,,...,   88451,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   78915,,,...,,...,   77002,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      2.9,,,...,,...,      3.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,   64285,,,...,,...,  519030,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   89248,,,...,,...,   80788,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   76651,,,...,,...,   70464,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,   63885,,,...,,...,  536175,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  111636,,,...,,...,  111736,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   96822,,,...,,...,   96176,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      4.0,,,...,,...,      4.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,   23190,,,...,,...,  179945,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   52242,,,...,,...,   51056,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   47864,,,...,,...,   46668,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.5,,,...,,...,      2.6,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,  157765,,,...,,..., 1275865,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  123043,,,...,,...,  108241,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   99168,,,...,,...,   89792,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,   64115,,,...,,...,  518295,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,  122724,,,...,,...,  100772,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   97432,,,...,,...,   83021,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,   63955,,,...,,...,  536580,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  146259,,,...,,...,  131213,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,  117820,,,...,,...,  108407,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,   23130,,,...,,...,  179615,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   68258,,,...,,...,   63004,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   58017,,,...,,...,   54655,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21,  159610,,   77970,,   81640,,  768855,,  373390,,  395465,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   32285,,   32735,,   31872,,   31255,,   33342,,   29674,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   29113,,   29381,,   28877,,   28320,,   29815,,   27221,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40,  159335,,   77730,,   81605,,  766660,,  371595,,  395060,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   45574,,   47649,,   43597,,   41666,,   44615,,   38892,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   37678,,   38938,,   36477,,   35191,,   37100,,   33395,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42,  618210,,  301665,,  316545,, 4560235,, 2237490,, 2322745,
"Income of economic families in 2015","  In the bottom half of the distribution",,  312560,,  149205,,  163360,, 2265245,, 1078695,, 1186555,
"Income of economic families in 2015","    In the bottom decile",,   93215,,   45030,,   48190,,  537405,,  258275,,  279140,
"Income of economic families in 2015","    In the second decile",,   63335,,   29625,,   33710,,  449395,,  205320,,  244075,
"Income of economic families in 2015","    In the third decile",,   53770,,   25580,,   28190,,  420355,,  198845,,  221510,
"Income of economic families in 2015","    In the fourth decile",,   51155,,   24475,,   26685,,  422805,,  203710,,  219095,
"Income of economic families in 2015","    In the fifth decile",,   51080,,   24495,,   26585,,  435290,,  212555,,  222735,
"Income of economic families in 2015","  In the top half of the distribution",,  305650,,  152460,,  153185,, 2294990,, 1158795,, 1136195,
"Income of economic families in 2015","    In the sixth decile",,   50755,,   24580,,   26170,,  442070,,  218225,,  223845,
"Income of economic families in 2015","    In the seventh decile",,   51560,,   25365,,   26200,,  451795,,  226240,,  225555,
"Income of economic families in 2015","    In the eighth decile",,   54985,,   27165,,   27820,,  462900,,  233935,,  228970,
"Income of economic families in 2015","    In the ninth decile",,   62020,,   31070,,   30960,,  473535,,  241165,,  232375,
"Income of economic families in 2015","    In the top decile",,   86325,,   44285,,   42045,,  464685,,  239235,,  225450,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43,  618210,,  301665,,  316545,, 4477875,, 2196415,, 2281460,
"Low income in 2015","  0 to 17 years",,   86040,,   44615,,   41425,,  822390,,  422685,,  399710,
"Low income in 2015","    0 to 5 years",,   29140,,   15210,,   13920,,  260110,,  133670,,  126445,
"Low income in 2015","  18 to 64 years",,  441005,,  215215,,  225785,, 2876495,, 1404390,, 1472105,
"Low income in 2015","  65 years and over",,   91160,,   41830,,   49335,,  778990,,  369345,,  409645,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",,  116045,,   55460,,   60585,,  694960,,  325015,,  369940,
"Low income in 2015","  0 to 17 years",,   17130,,    8815,,    8320,,  151880,,   78110,,   73770,
"Low income in 2015","    0 to 5 years",,    4945,,    2485,,    2455,,   46920,,   24035,,   22885,
"Low income in 2015","  18 to 64 years",,   79800,,   38185,,   41620,,  427085,,  198475,,  228615,
"Low income in 2015","  65 years and over",,   19115,,    8465,,   10650,,  115990,,   48430,,   67560,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,     18.8,,     18.4,,     19.1,,     15.5,,     14.8,,     16.2,
"Low income in 2015","  0 to 17 years (%)",,     19.9,,     19.8,,     20.1,,     18.5,,     18.5,,     18.5,
"Low income in 2015","    0 to 5 years (%)",,     17.0,,     16.3,,     17.6,,     18.0,,     18.0,,     18.1,
"Low income in 2015","  18 to 64 years (%)",,     18.1,,     17.7,,     18.4,,     14.8,,     14.1,,     15.5,
"Low income in 2015","  65 years and over (%)",,     21.0,,     20.2,,     21.6,,     14.9,,     13.1,,     16.5,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",,  106445,,   51215,,   55225,,  491645,,  236430,,  255215,
"Low income in 2015","  0 to 17 years",,   13965,,    7185,,    6775,,   99330,,   50890,,   48450,
"Low income in 2015","    0 to 5 years",,    3900,,    1945,,    1955,,   29250,,   14930,,   14315,
"Low income in 2015","  18 to 64 years",,   79195,,   38255,,   40930,,  345345,,  165740,,  179605,
"Low income in 2015","  65 years and over",,   13290,,    5770,,    7520,,   46965,,   19805,,   27165,
"Low income in 2015","Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%)",,     17.2,,     17.0,,     17.4,,     11.0,,     10.8,,     11.2,
"Low income in 2015","  0 to 17 years (%)",,     16.2,,     16.1,,     16.4,,     12.1,,     12.0,,     12.1,
"Low income in 2015","    0 to 5 years (%)",,     13.4,,     12.8,,     14.0,,     11.2,,     11.2,,     11.3,
"Low income in 2015","  18 to 64 years (%)",,     18.0,,     17.8,,     18.1,,     12.0,,     11.8,,     12.2,
"Low income in 2015","  65 years and over (%)",,     14.6,,     13.8,,     15.2,,      6.0,,      5.4,,      6.6,
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",44,  618210,,  301665,,  316545,, 4560235,, 2237490,, 2322745,
"Knowledge of languages","  Official languages",,  576100,,  284425,,  291675,, 4407125,, 2173840,, 2233285,
"Knowledge of languages","    English",,  575700,,  284250,,  291450,, 4405380,, 2173040,, 2232340,
"Knowledge of languages","    French",,   61745,,   27745,,   33995,,  314225,,  140085,,  174140,
"Knowledge of languages","  Non-official languages",,  333915,,  154335,,  179580,, 1546550,,  727200,,  819355,
"Knowledge of languages","    Aboriginal languages",,     625,,     275,,     350,,   17190,,    8115,,    9075,
"Knowledge of languages","      Algonquian languages",,     240,,     115,,     130,,    1950,,     905,,    1045,
"Knowledge of languages","        Blackfoot",,      10,,       0,,      10,,      35,,       0,,      35,
"Knowledge of languages","        Cree-Montagnais languages",,     155,,      80,,      75,,    1600,,     795,,     805,
"Knowledge of languages","          Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Moose Cree",,       0,,       0,,       0,,      15,,       0,,      10,
"Knowledge of languages","          Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Northern East Cree",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Plains Cree",,      30,,      15,,      20,,     345,,     160,,     180,
"Knowledge of languages","          Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Swampy Cree",,      10,,       0,,       0,,      55,,      25,,      30,
"Knowledge of languages","          Woods Cree",,      10,,       0,,       0,,      80,,      45,,      40,
"Knowledge of languages","          Cree; n.o.s.",,     115,,      65,,      50,,    1090,,     560,,     525,
"Knowledge of languages","        Eastern Algonquian languages",,      15,,      10,,       0,,      30,,      20,,      10,
"Knowledge of languages","          Malecite",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","          Mi'kmaq",,      10,,      10,,      10,,      25,,      15,,       0,
"Knowledge of languages","        Ojibway-Potawatomi languages",,      60,,      25,,      40,,     310,,     100,,     205,
"Knowledge of languages","          Algonquin",,      15,,      10,,      10,,      20,,       0,,      15,
"Knowledge of languages","          Ojibway",,      45,,      20,,      25,,     275,,      95,,     180,
"Knowledge of languages","          Oji-Cree",,       0,,       0,,       0,,      15,,       0,,      15,
"Knowledge of languages","          Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Athabaskan languages",,      40,,      15,,      30,,    4375,,    2050,,    2330,
"Knowledge of languages","        Northern Athabaskan languages",,      45,,      15,,      25,,    4345,,    2035,,    2315,
"Knowledge of languages","          Babine (Wetsuwet'en)",,       0,,       0,,       0,,     200,,     100,,      95,
"Knowledge of languages","          Beaver",,       0,,       0,,       0,,     255,,     130,,     130,
"Knowledge of languages","          Carrier",,      25,,       0,,      20,,    2045,,     940,,    1110,
"Knowledge of languages","          Chilcotin",,      10,,       0,,       0,,    1130,,     525,,     605,
"Knowledge of languages","          Dene",,       0,,       0,,       0,,     130,,      55,,      80,
"Knowledge of languages","          Dogrib (Tlicho)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Sarsi (Sarcee)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Sekani",,       0,,       0,,       0,,     185,,      85,,     100,
"Knowledge of languages","          Slavey-Hare languages",,       0,,       0,,       0,,     125,,      60,,      75,
"Knowledge of languages","            North Slavey (Hare)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","            South Slavey",,       0,,       0,,       0,,      25,,      15,,      10,
"Knowledge of languages","            Slavey; n.o.s.",,       0,,       0,,       0,,     105,,      45,,      60,
"Knowledge of languages","          Tahltan languages",,       0,,       0,,       0,,     290,,     155,,     130,
"Knowledge of languages","            Kaska (Nahani)",,       0,,       0,,       0,,      35,,      20,,      15,
"Knowledge of languages","            Tahltan",,      10,,       0,,       0,,     250,,     135,,     120,
"Knowledge of languages","          Tutchone languages",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","            Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,      10,
"Knowledge of languages","            Southern Tutchone",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","        Athabaskan languages; n.i.e.",,       0,,       0,,       0,,      30,,      15,,      10,
"Knowledge of languages","      Haida",,      25,,      10,,      15,,     455,,     195,,     255,
"Knowledge of languages","      Inuit languages",,      20,,      10,,      15,,     170,,      70,,      95,
"Knowledge of languages","        Inuinnaqtun (Inuvialuktun)",,      10,,      10,,       0,,      20,,      10,,      10,
"Knowledge of languages","        Inuktitut",,      10,,       0,,      10,,     120,,      50,,      70,
"Knowledge of languages","        Inuit languages; n.i.e.",,       0,,       0,,       0,,      35,,      15,,      25,
"Knowledge of languages","      Iroquoian languages",,      10,,      10,,       0,,      30,,      10,,      15,
"Knowledge of languages","        Cayuga",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Mohawk",,       0,,      10,,       0,,      25,,      10,,      15,
"Knowledge of languages","        Oneida",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Iroquoian languages; n.i.e.",,       0,,       0,,       0,,       0,,      10,,       0,
"Knowledge of languages","      Kutenai",,       0,,       0,,       0,,     170,,      95,,      80,
"Knowledge of languages","      Michif",,      30,,      15,,      10,,     110,,      50,,      60,
"Knowledge of languages","      Salish languages",,      95,,      30,,      65,,    5660,,    2690,,    2970,
"Knowledge of languages","        Comox",,       0,,       0,,       0,,     185,,      75,,     105,
"Knowledge of languages","        Halkomelem",,      20,,       0,,      15,,    1045,,     470,,     570,
"Knowledge of languages","        Lillooet",,      15,,      10,,       0,,     790,,     405,,     385,
"Knowledge of languages","        Okanagan",,       0,,       0,,       0,,     805,,     360,,     445,
"Knowledge of languages","        Shuswap (Secwepemctsin)",,       0,,       0,,      10,,    1280,,     630,,     650,
"Knowledge of languages","        Squamish",,      15,,      10,,      10,,     280,,     125,,     155,
"Knowledge of languages","        Straits",,       0,,       0,,       0,,     360,,     160,,     200,
"Knowledge of languages","        Thompson (Ntlakapamux)",,      10,,       0,,      10,,     440,,     220,,     220,
"Knowledge of languages","        Salish languages; n.i.e.",,      35,,      10,,      25,,     540,,     280,,     260,
"Knowledge of languages","      Siouan languages",,      15,,       0,,      10,,      55,,      20,,      35,
"Knowledge of languages","        Dakota",,      10,,       0,,      10,,      30,,      15,,      15,
"Knowledge of languages","        Stoney",,       0,,       0,,       0,,      10,,      10,,      10,
"Knowledge of languages","        Siouan languages; n.i.e.",,      10,,       0,,       0,,      15,,      10,,      10,
"Knowledge of languages","      Tlingit",,       0,,       0,,       0,,      60,,      40,,      20,
"Knowledge of languages","      Tsimshian languages",,      80,,      40,,      35,,    2685,,    1330,,    1350,
"Knowledge of languages","        Gitxsan (Gitksan)",,      20,,       0,,      20,,    1275,,     635,,     645,
"Knowledge of languages","        Nisga'a",,      20,,      20,,       0,,    1035,,     535,,     500,
"Knowledge of languages","        Tsimshian",,      35,,      20,,      15,,     405,,     180,,     230,
"Knowledge of languages","      Wakashan languages",,      55,,      20,,      35,,    1460,,     670,,     795,
"Knowledge of languages","        Haisla",,      25,,       0,,      20,,     175,,      65,,     105,
"Knowledge of languages","        Heiltsuk",,      15,,      10,,      10,,     120,,      50,,      70,
"Knowledge of languages","        Kwakiutl (Kwak'wala)",,      15,,      20,,       0,,     590,,     275,,     315,
"Knowledge of languages","        Nuu-chah-nulth (Nootka)",,       0,,       0,,      10,,     560,,     265,,     295,
"Knowledge of languages","        Wakashan languages; n.i.e.",,       0,,       0,,       0,,      20,,      15,,      10,
"Knowledge of languages","      Aboriginal languages; n.o.s.",,      20,,      15,,      10,,     240,,     105,,     135,
"Knowledge of languages","    Non-Aboriginal languages",,  333340,,  154080,,  179260,, 1529635,,  719190,,  810440,
"Knowledge of languages","      Afro-Asiatic languages",,    7165,,    3840,,    3330,,   35115,,   18585,,   16530,
"Knowledge of languages","        Berber languages",,      65,,      45,,      25,,     145,,      95,,      45,
"Knowledge of languages","          Kabyle",,      10,,      10,,       0,,      65,,      40,,      25,
"Knowledge of languages","          Berber languages; n.i.e.",,      60,,      40,,      20,,      80,,      60,,      20,
"Knowledge of languages","        Cushitic languages",,     355,,     180,,     180,,    2070,,     955,,    1120,
"Knowledge of languages","          Bilen",,       0,,       0,,       0,,      20,,      10,,      15,
"Knowledge of languages","          Oromo",,     120,,      75,,      45,,     245,,     140,,     110,
"Knowledge of languages","          Somali",,     235,,     105,,     130,,    1800,,     815,,     985,
"Knowledge of languages","          Cushitic languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Semitic languages",,    6825,,    3675,,    3155,,   33110,,   17660,,   15460,
"Knowledge of languages","          Amharic",,     410,,     225,,     190,,    2095,,    1050,,    1045,
"Knowledge of languages","          Arabic",,    3755,,    2140,,    1615,,   24230,,   13180,,   11050,
"Knowledge of languages","          Assyrian Neo-Aramaic",,     135,,      65,,      75,,     760,,     370,,     390,
"Knowledge of languages","          Chaldean Neo-Aramaic",,      10,,       0,,      10,,     570,,     285,,     285,
"Knowledge of languages","          Harari",,      15,,      15,,       0,,      55,,      35,,      20,
"Knowledge of languages","          Hebrew",,    2470,,    1220,,    1255,,    5450,,    2805,,    2645,
"Knowledge of languages","          Maltese",,      30,,      20,,       0,,     315,,     155,,     155,
"Knowledge of languages","          Tigrigna",,     170,,      85,,      85,,    1055,,     560,,     495,
"Knowledge of languages","          Semitic languages; n.i.e.",,       0,,       0,,       0,,     300,,     160,,     140,
"Knowledge of languages","        Afro-Asiatic languages; n.i.e.",,      15,,       0,,      10,,     170,,      85,,      85,
"Knowledge of languages","      Austro-Asiatic languages",,   13740,,    6535,,    7200,,   35915,,   17130,,   18785,
"Knowledge of languages","        Khmer (Cambodian)",,     335,,     120,,     220,,    1875,,     850,,    1020,
"Knowledge of languages","        Vietnamese",,   13400,,    6400,,    7000,,   34140,,   16295,,   17840,
"Knowledge of languages","        Austro-Asiatic languages; n.i.e.",,      60,,      30,,      25,,      55,,      30,,      25,
"Knowledge of languages","      Austronesian languages",,   31410,,   12660,,   18750,,  125425,,   51215,,   74210,
"Knowledge of languages","        Bikol",,     125,,      45,,      75,,     530,,     215,,     310,
"Knowledge of languages","        Cebuano",,    1065,,     395,,     665,,    5365,,    2000,,    3370,
"Knowledge of languages","        Fijian",,     110,,      70,,      40,,    1095,,     655,,     440,
"Knowledge of languages","        Hiligaynon",,     350,,     130,,     220,,    1685,,     710,,     975,
"Knowledge of languages","        Ilocano",,    2185,,     870,,    1315,,    6450,,    2480,,    3970,
"Knowledge of languages","        Malagasy",,      10,,       0,,      10,,      25,,      15,,      10,
"Knowledge of languages","        Malay",,    1630,,     800,,     830,,    7495,,    3480,,    4010,
"Knowledge of languages","        Pampangan (Kapampangan; Pampango)",,     240,,     105,,     135,,     855,,     365,,     495,
"Knowledge of languages","        Pangasinan",,     160,,      60,,     100,,     480,,     205,,     275,
"Knowledge of languages","        Tagalog (Pilipino; Filipino)",,   28690,,   11305,,   17385,,  113265,,   45455,,   67805,
"Knowledge of languages","        Waray-Waray",,      80,,      35,,      50,,     320,,     130,,     195,
"Knowledge of languages","        Austronesian languages; n.i.e.",,     380,,     205,,     175,,    1515,,     740,,     775,
