,,,"Vancouver, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Mother tongue","              Sinhala (Sinhalese)",,     210,,     110,,     105,,    1675,,     845,,     830,
"Mother tongue","              Urdu",,     860,,     475,,     380,,    9885,,    5090,,    4795,
"Mother tongue","            Iranian languages",,    8240,,    4180,,    4060,,   46390,,   23355,,   23035,
"Mother tongue","              Kurdish",,     410,,     215,,     190,,    1765,,     945,,     825,
"Mother tongue","              Pashto",,     165,,      90,,      75,,    1155,,     615,,     535,
"Mother tongue","              Persian (Farsi)",,    7670,,    3875,,    3800,,   43470,,   21795,,   21675,
"Mother tongue","            Indo-Iranian languages; n.i.e.",,      60,,      30,,      30,,     410,,     220,,     195,
"Mother tongue","          Italic (Romance) languages",,   22735,,   11230,,   11500,,   96135,,   46430,,   49710,
"Mother tongue","            Catalan",,      75,,      40,,      30,,     160,,      85,,      75,
"Mother tongue","            Italian",,    4740,,    2315,,    2425,,   22680,,   11445,,   11230,
"Mother tongue","            Portuguese",,    4700,,    2260,,    2435,,   17450,,    8240,,    9210,
"Mother tongue","            Romanian",,    1185,,     555,,     625,,    8730,,    4250,,    4480,
"Mother tongue","            Spanish",,   12010,,    6040,,    5970,,   47010,,   22335,,   24675,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,      25,,      20,,       5,,     105,,      65,,      40,
"Mother tongue","        Japanese",,    7005,,    2310,,    4695,,   21350,,    7195,,   14150,
"Mother tongue","        Kartvelian languages",,      15,,       5,,       5,,      85,,      50,,      35,
"Mother tongue","          Georgian",,      15,,      10,,       5,,      85,,      50,,      40,
"Mother tongue","        Korean",,    7810,,    3150,,    4655,,   52160,,   23495,,   28670,
"Mother tongue","        Mongolic languages",,     120,,      50,,      70,,     360,,     150,,     205,
"Mother tongue","          Mongolian",,     120,,      45,,      75,,     360,,     155,,     210,
"Mother tongue","        Niger-Congo languages",,     440,,     235,,     210,,    3725,,    1875,,    1850,
"Mother tongue","          Akan (Twi)",,      45,,      25,,      20,,     495,,     275,,     220,
"Mother tongue","          Bamanankan",,       5,,       5,,       0,,      10,,       5,,       5,
"Mother tongue","          Edo",,       5,,       5,,       0,,      85,,      50,,      35,
"Mother tongue","          Ewe",,      10,,       5,,       5,,      85,,      45,,      35,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,      10,,       0,,       5,,      45,,      25,,      20,
"Mother tongue","          Ga",,       5,,       0,,       0,,      45,,      20,,      25,
"Mother tongue","          Ganda",,      15,,       5,,       5,,      90,,      45,,      45,
"Mother tongue","          Igbo",,      15,,       5,,       5,,     245,,     145,,     105,
"Mother tongue","          Lingala",,      10,,       5,,       5,,      80,,      30,,      45,
"Mother tongue","          Rundi (Kirundi)",,      25,,      10,,      15,,     115,,      50,,      60,
"Mother tongue","          Kinyarwanda (Rwanda)",,      25,,      15,,      10,,     155,,      70,,      80,
"Mother tongue","          Shona",,      45,,      20,,      20,,     215,,     100,,     115,
"Mother tongue","          Swahili",,     105,,      55,,      50,,     805,,     400,,     405,
"Mother tongue","          Wolof",,       5,,       5,,       5,,      50,,      25,,      25,
"Mother tongue","          Yoruba",,      30,,      15,,      15,,     330,,     185,,     150,
"Mother tongue","          Niger-Congo languages; n.i.e.",,      95,,      55,,      35,,     885,,     410,,     480,
"Mother tongue","        Nilo-Saharan languages",,      55,,      30,,      20,,     340,,     175,,     165,
"Mother tongue","          Dinka",,      20,,      10,,      10,,     105,,      60,,      45,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,      35,,      25,,      10,,     240,,     115,,     125,
"Mother tongue","        Sign languages",,     115,,      55,,      55,,    1155,,     610,,     545,
"Mother tongue","          American Sign Language",,      45,,      15,,      25,,     470,,     230,,     240,
"Mother tongue","          Quebec Sign Language",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","          Sign languages; n.i.e",,      65,,      40,,      25,,     690,,     380,,     305,
"Mother tongue","        Sino-Tibetan languages",,  134375,,   60570,,   73805,,  410920,,  187725,,  223190,
"Mother tongue","          Chinese languages",,  133810,,   60275,,   73535,,  408415,,  186455,,  221960,
"Mother tongue","            Cantonese",,   85020,,   39005,,   46020,,  193530,,   89325,,  104210,
"Mother tongue","            Hakka",,     775,,     340,,     435,,    2325,,    1010,,    1315,
"Mother tongue","            Mandarin",,   40120,,   17515,,   22600,,  186325,,   84370,,  101955,
"Mother tongue","            Min Dong",,      90,,      40,,      50,,     230,,     105,,     120,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,    3065,,    1300,,    1760,,   11210,,    4995,,    6215,
"Mother tongue","            Wu (Shanghainese)",,    1270,,     525,,     745,,    4540,,    1995,,    2545,
"Mother tongue","            Chinese; n.o.s.",,    3430,,    1525,,    1905,,   10050,,    4570,,    5480,
"Mother tongue","            Chinese languages; n.i.e.",,      45,,      20,,      20,,     205,,      85,,     120,
"Mother tongue","          Tibeto-Burman languages",,     565,,     300,,     265,,    2500,,    1265,,    1230,
"Mother tongue","            Burmese",,     390,,     200,,     190,,    1125,,     580,,     545,
"Mother tongue","            Karenic languages",,       5,,       5,,       0,,     815,,     395,,     425,
"Mother tongue","            Tibetan",,      65,,      40,,      30,,     330,,     175,,     160,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,     105,,      60,,      45,,     230,,     120,,     110,
"Mother tongue","        Tai-Kadai languages",,     850,,     295,,     550,,    3985,,    1335,,    2650,
"Mother tongue","          Lao",,     110,,      55,,      55,,    1100,,     550,,     550,
"Mother tongue","          Thai",,     740,,     240,,     495,,    2865,,     775,,    2090,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      20,,      10,,      15,
"Mother tongue","        Turkic languages",,    1095,,     615,,     480,,    4140,,    2295,,    1845,
"Mother tongue","          Azerbaijani",,     110,,      60,,      50,,     530,,     290,,     235,
"Mother tongue","          Turkish",,     915,,     520,,     390,,    3145,,    1790,,    1360,
"Mother tongue","          Uyghur",,      20,,      15,,      10,,     170,,      85,,      85,
"Mother tongue","          Uzbek",,      15,,       0,,      10,,     105,,      50,,      55,
"Mother tongue","          Turkic languages; n.i.e.",,      40,,      15,,      20,,     190,,      80,,     110,
"Mother tongue","        Uralic languages",,    1815,,     850,,     960,,   13490,,    6285,,    7205,
"Mother tongue","          Estonian",,     125,,      50,,      70,,     705,,     295,,     410,
"Mother tongue","          Finnish",,     450,,     175,,     275,,    3760,,    1555,,    2200,
"Mother tongue","          Hungarian",,    1240,,     625,,     615,,    9025,,    4435,,    4590,
"Mother tongue","          Uralic languages; n.i.e.",,       5,,       5,,       0,,       0,,       0,,       0,
"Mother tongue","        Other languages; n.i.e.",,      90,,      50,,      40,,     500,,     280,,     225,
"Mother tongue","  Multiple responses",,   19825,,    9335,,   10495,,  103415,,   49625,,   53795,
"Mother tongue","    English and French",,    1740,,     835,,     905,,   10065,,    4815,,    5250,
"Mother tongue","    English and non-official language",,   17110,,    8035,,    9080,,   89135,,   42820,,   46315,
"Mother tongue","    French and non-official language",,     500,,     245,,     255,,    2100,,    1040,,    1065,
"Mother tongue","    English; French and non-official language",,     475,,     215,,     255,,    2115,,     950,,    1165,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,  622630,,  304235,,  318400,, 4598415,, 2255395,, 2343015,
"Language spoken most often at home","  Single responses",,  577695,,  283360,,  294330,, 4365875,, 2145020,, 2220855,
"Language spoken most often at home","    Official languages",,  417460,,  210685,,  206770,, 3648500,, 1807825,, 1840675,
"Language spoken most often at home","      English",,  413605,,  208775,,  204835,, 3631700,, 1799625,, 1832075,
"Language spoken most often at home","      French",,    3850,,    1915,,    1935,,   16795,,    8195,,    8605,
"Language spoken most often at home","    Non-official languages",,  160235,,   72675,,   87560,,  717375,,  337200,,  380180,
"Language spoken most often at home","      Aboriginal languages",,      60,,      30,,      30,,    1565,,     765,,     795,
"Language spoken most often at home","        Algonquian languages",,      10,,      10,,       5,,     105,,      50,,      55,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","          Cree-Montagnais languages",,       5,,       5,,       0,,      85,,      40,,      45,
"Language spoken most often at home","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Northern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Plains Cree",,       0,,       0,,       0,,      15,,      10,,      10,
"Language spoken most often at home","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,       0,,       0,,       5,
"Language spoken most often at home","            Cree; n.o.s.",,       5,,       5,,       5,,      60,,      30,,      30,
"Language spoken most often at home","          Eastern Algonquian languages",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Mi'kmaq",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       5,,       5,,       5,,      10,,       5,,       5,
"Language spoken most often at home","            Algonquin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ojibway",,       5,,       5,,       0,,      15,,       5,,       5,
"Language spoken most often at home","            Oji-Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,      10,,       0,,       5,,     610,,     290,,     320,
"Language spoken most often at home","          Northern Athabaskan languages",,      10,,       0,,       5,,     605,,     290,,     315,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","            Beaver",,       0,,       0,,       0,,      40,,      20,,      20,
"Language spoken most often at home","            Carrier",,       5,,       0,,       5,,     245,,     110,,     130,
"Language spoken most often at home","            Chilcotin",,       0,,       0,,       0,,     260,,     125,,     130,
"Language spoken most often at home","            Dene",,       0,,       0,,       0,,      15,,       5,,      10,
