,,,"Brampton, City [Census subdivision], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Language spoken most often at home","              Kurdish",,      45,,      25,,      20,,    3675,,    1900,,    1770,
"Language spoken most often at home","              Pashto",,     415,,     210,,     210,,    6750,,    3360,,    3395,
"Language spoken most often at home","              Persian (Farsi)",,    1825,,     905,,     920,,   80305,,   38830,,   41475,
"Language spoken most often at home","            Indo-Iranian languages; n.i.e.",,     110,,      45,,      60,,    1050,,     540,,     515,
"Language spoken most often at home","          Italic (Romance) languages",,   12255,,    5805,,    6450,,  265375,,  122790,,  142585,
"Language spoken most often at home","            Catalan",,       5,,       0,,       0,,     135,,      60,,      75,
"Language spoken most often at home","            Italian",,    1795,,     835,,     965,,   72960,,   31195,,   41770,
"Language spoken most often at home","            Portuguese",,    4350,,    2090,,    2255,,   67415,,   32065,,   35355,
"Language spoken most often at home","            Romanian",,     220,,     110,,     115,,   19920,,    9380,,   10535,
"Language spoken most often at home","            Spanish",,    5875,,    2770,,    3105,,  104820,,   50035,,   54785,
"Language spoken most often at home","            Italic (Romance) languages; n.i.e.",,       5,,       0,,       5,,     110,,      50,,      60,
"Language spoken most often at home","        Japanese",,      65,,      35,,      35,,    6040,,    2590,,    3450,
"Language spoken most often at home","        Kartvelian languages",,       0,,       0,,       0,,     770,,     420,,     355,
"Language spoken most often at home","          Georgian",,       0,,       0,,       0,,     775,,     420,,     355,
"Language spoken most often at home","        Korean",,     245,,     115,,     130,,   48540,,   22685,,   25855,
"Language spoken most often at home","        Mongolic languages",,       5,,       5,,       5,,     225,,     115,,     110,
"Language spoken most often at home","          Mongolian",,       5,,       5,,       5,,     230,,     120,,     110,
"Language spoken most often at home","        Niger-Congo languages",,    1860,,     850,,    1010,,   12120,,    5400,,    6725,
"Language spoken most often at home","          Akan (Twi)",,    1145,,     515,,     630,,    4415,,    1915,,    2495,
"Language spoken most often at home","          Bamanankan",,       0,,       0,,       0,,      25,,      15,,      15,
"Language spoken most often at home","          Edo",,      35,,      15,,      25,,     305,,     120,,     180,
"Language spoken most often at home","          Ewe",,      10,,       0,,       5,,     135,,      60,,      80,
"Language spoken most often at home","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,     110,,      55,,      55,
"Language spoken most often at home","          Ga",,      30,,      15,,      15,,     175,,      80,,     100,
"Language spoken most often at home","          Ganda",,      25,,      15,,      10,,     195,,      85,,     110,
"Language spoken most often at home","          Igbo",,      90,,      50,,      45,,     540,,     265,,     275,
"Language spoken most often at home","          Lingala",,       5,,       0,,       5,,     225,,     100,,     130,
"Language spoken most often at home","          Rundi (Kirundi)",,       0,,       0,,       0,,     475,,     230,,     240,
"Language spoken most often at home","          Kinyarwanda (Rwanda)",,      15,,       5,,       5,,     420,,     160,,     260,
"Language spoken most often at home","          Shona",,      30,,      20,,      15,,     455,,     210,,     245,
"Language spoken most often at home","          Swahili",,      60,,      25,,      35,,    2085,,     925,,    1160,
"Language spoken most often at home","          Wolof",,       5,,       0,,       5,,     130,,      65,,      65,
"Language spoken most often at home","          Yoruba",,     315,,     140,,     175,,    1300,,     625,,     675,
"Language spoken most often at home","          Niger-Congo languages; n.i.e.",,      90,,      45,,      50,,    1120,,     500,,     625,
"Language spoken most often at home","        Nilo-Saharan languages",,       0,,       5,,       0,,     550,,     260,,     290,
"Language spoken most often at home","          Dinka",,       0,,       0,,       0,,     120,,      60,,      65,
"Language spoken most often at home","          Nilo-Saharan languages; n.i.e.",,       5,,       0,,       0,,     425,,     195,,     225,
"Language spoken most often at home","        Sign languages",,     175,,     100,,      70,,    4425,,    2485,,    1940,
"Language spoken most often at home","          American Sign Language",,      55,,      30,,      25,,    1605,,     830,,     770,
"Language spoken most often at home","          Quebec Sign Language",,       0,,       0,,       0,,      25,,      15,,      15,
"Language spoken most often at home","          Sign languages; n.i.e",,     120,,      75,,      50,,    2795,,    1640,,    1150,
"Language spoken most often at home","        Sino-Tibetan languages",,    4275,,    1995,,    2280,,  448200,,  210560,,  237640,
"Language spoken most often at home","          Chinese languages",,    4200,,    1955,,    2245,,  441615,,  207305,,  234310,
"Language spoken most often at home","            Cantonese",,    2130,,     975,,    1150,,  198745,,   91545,,  107200,
"Language spoken most often at home","            Hakka",,      70,,      30,,      35,,    2870,,    1305,,    1575,
"Language spoken most often at home","            Mandarin",,    1710,,     810,,     900,,  220535,,  105360,,  115175,
"Language spoken most often at home","            Min Dong",,       0,,       0,,       0,,     265,,     115,,     145,
"Language spoken most often at home","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,     140,,      65,,      75,,    5775,,    2635,,    3140,
"Language spoken most often at home","            Wu (Shanghainese)",,      50,,      25,,      25,,    3690,,    1735,,    1955,
"Language spoken most often at home","            Chinese; n.o.s.",,     100,,      45,,      55,,    9630,,    4565,,    5070,
"Language spoken most often at home","            Chinese languages; n.i.e.",,       0,,       0,,       0,,     100,,      45,,      55,
"Language spoken most often at home","          Tibeto-Burman languages",,      80,,      45,,      35,,    6580,,    3250,,    3330,
"Language spoken most often at home","            Burmese",,      55,,      35,,      25,,    1010,,     480,,     530,
"Language spoken most often at home","            Karenic languages",,       5,,       5,,       0,,    1360,,     685,,     675,
"Language spoken most often at home","            Tibetan",,      10,,       5,,       5,,    3875,,    1925,,    1945,
"Language spoken most often at home","            Tibeto-Burman languages; n.i.e.",,      10,,       0,,       5,,     335,,     165,,     170,
"Language spoken most often at home","        Tai-Kadai languages",,     260,,     120,,     145,,    3865,,    1845,,    2020,
"Language spoken most often at home","          Lao",,     235,,     105,,     125,,    2535,,    1220,,    1315,
"Language spoken most often at home","          Thai",,      25,,      10,,      15,,    1315,,     615,,     695,
"Language spoken most often at home","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      10,,       5,,      10,
"Language spoken most often at home","        Turkic languages",,     280,,     150,,     135,,   12435,,    6200,,    6230,
"Language spoken most often at home","          Azerbaijani",,      10,,       5,,       5,,     770,,     385,,     380,
"Language spoken most often at home","          Turkish",,     265,,     145,,     125,,   10545,,    5245,,    5300,
"Language spoken most often at home","          Uyghur",,       5,,       0,,       5,,     290,,     150,,     140,
"Language spoken most often at home","          Uzbek",,       5,,       5,,       5,,     585,,     290,,     295,
"Language spoken most often at home","          Turkic languages; n.i.e.",,       0,,       0,,       0,,     250,,     130,,     120,
"Language spoken most often at home","        Uralic languages",,     235,,     115,,     120,,   15330,,    6990,,    8340,
"Language spoken most often at home","          Estonian",,      10,,       5,,       5,,     790,,     290,,     500,
"Language spoken most often at home","          Finnish",,      10,,       5,,       5,,    1835,,     780,,    1050,
"Language spoken most often at home","          Hungarian",,     215,,     105,,     110,,   12700,,    5915,,    6790,
"Language spoken most often at home","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Other languages; n.i.e.",,      55,,      30,,      25,,     465,,     245,,     225,
"Language spoken most often at home","  Multiple responses",,   79400,,   39885,,   39515,,  790825,,  379925,,  410905,
"Language spoken most often at home","    English and French",,    1275,,     575,,     705,,   45655,,   20895,,   24755,
"Language spoken most often at home","    English and non-official language",,   76670,,   38655,,   38015,,  719595,,  347730,,  371865,
"Language spoken most often at home","    French and non-official language",,     195,,      90,,     105,,    6725,,    2930,,    3795,
"Language spoken most often at home","    English; French and non-official language",,    1255,,     570,,     685,,   18855,,    8365,,   10490,
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",20,  591670,,  292690,,  298980,,13312865,, 6503875,, 6808990,
"Other language spoken regularly at home","  None",,  445160,,  219095,,  226065,,11071665,, 5436665,, 5635000,
"Other language spoken regularly at home","  English",,   68235,,   35345,,   32890,,  896170,,  437015,,  459155,
"Other language spoken regularly at home","  French",,    3520,,    1495,,    2020,,  243970,,  108390,,  135580,
"Other language spoken regularly at home","  Non-official language",,   72140,,   35435,,   36705,, 1056960,,  501315,,  555645,
"Other language spoken regularly at home","    Aboriginal",,      15,,       5,,      10,,   14315,,    6580,,    7735,
"Other language spoken regularly at home","    Non-Aboriginal",,   72125,,   35430,,   36700,, 1042645,,  494735,,  547910,
"Other language spoken regularly at home","  English and French",,     315,,     145,,     170,,    8150,,    3755,,    4395,
"Other language spoken regularly at home","  English and non-official language",,    1720,,     930,,     800,,   19105,,    9370,,    9735,
"Other language spoken regularly at home","  French and non-official language",,     555,,     240,,     320,,   16435,,    7165,,    9270,
"Other language spoken regularly at home","  English; French and non-official language",,      20,,       5,,      10,,     415,,     205,,     215,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data",21,  470765,,  230070,,  240695,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 100% data",,  440925,,  215975,,  224955,,10556935,, 5115460,, 5441475,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   29092,,   33632,,   25411,,   33539,,   39889,,   28676,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",,  440980,,  215980,,  224995,,10559805,, 5115825,, 5443975,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   27086,,   30850,,   24120,,   30641,,   35753,,   26585,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",,  383575,,  195185,,  188390,, 9391800,, 4650130,, 4741675,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   29961,,   35025,,   25105,,   32871,,   39831,,   27012,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",,  323280,,  141155,,  182125,, 7632575,, 3402810,, 4229770,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,    2217,,     863,,    4117,,    4206,,    2034,,    5463,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,  343015,,  178030,,  164980,, 7790680,, 3998335,, 3792350,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   31399,,   35851,,   27615,,   33946,,   39490,,   29413,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22,  470770,,  230010,,  240755,,11038440,, 5342755,, 5695685,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",,  441165,,  215930,,  225240,,10556925,, 5114340,, 5442580,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   37647,,   42731,,   32774,,   47915,,   56780,,   39585,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",,  441240,,  215940,,  225300,,10559935,, 5114725,, 5445210,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   32380,,   36093,,   28821,,   39318,,   45443,,   33564,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",,  383730,,  195130,,  188605,, 9391645,, 4649230,, 4742415,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   38154,,   43768,,   32346,,   47890,,   57511,,   38459,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",,  322605,,  140435,,  182165,, 7632220,, 3402745,, 4229475,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,    6100,,    4887,,    7034,,    7346,,    6763,,    7815,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,  343010,,  177985,,  165025,, 7790680,, 3995700,, 3794985,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   38983,,   43980,,   33592,,   47369,,   55263,,   39057,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23,  470765,,  230010,,  240755,,11038440,, 5342755,, 5695685,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,  161100,,   91995,,   69105,, 3737385,, 2082480,, 1654900,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   48741,,   52949,,   44507,,   55121,,   60345,,   49713,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   55518,,   59617,,   50061,,   68628,,   76536,,   58676,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     88.2,,     92.6,,     82.6,,     88.9,,     92.1,,     84.7,
"Income of individuals in 2015","    Employment income (%)",29,     80.6,,     84.7,,     75.4,,     72.9,,     76.0,,     68.7,
"Income of individuals in 2015","  Government transfers (%)",30,     11.8,,      7.4,,     17.4,,     11.1,,      7.9,,     15.3,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31,  470765,,  230075,,  240690,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without total income",,   29835,,   14095,,   15740,,  481500,,  227390,,  254115,
"Income of individuals in 2015","  With total income",,  440925,,  215980,,  224955,,10556940,, 5115460,, 5441475,
"Income of individuals in 2015","  Percentage with total income",,     93.7,,     93.9,,     93.5,,     95.6,,     95.7,,     95.5,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   80940,,   35630,,   45310,, 1615790,,  711105,,  904685,
"Income of individuals in 2015","    $10;000 to $19;999",,   83545,,   35795,,   47750,, 1829355,,  742710,, 1086645,
"Income of individuals in 2015","    $20;000 to $29;999",,   60650,,   27335,,   33315,, 1410760,,  589975,,  820785,
"Income of individuals in 2015","    $30;000 to $39;999",,   51510,,   24085,,   27425,, 1147510,,  519550,,  627955,
"Income of individuals in 2015","    $40;000 to $49;999",,   44575,,   21120,,   23455,, 1021880,,  489595,,  532285,
"Income of individuals in 2015","    $50;000 to $59;999",,   33955,,   17965,,   15995,,  809115,,  415950,,  393165,
"Income of individuals in 2015","    $60;000 to $69;999",,   24840,,   14460,,   10380,,  630635,,  348525,,  282110,
"Income of individuals in 2015","    $70;000 to $79;999",,   18030,,   11250,,    6780,,  479890,,  277725,,  202165,
"Income of individuals in 2015","    $80;000 to $89;999",,   12970,,    8265,,    4705,,  378185,,  222095,,  156095,
"Income of individuals in 2015","    $90;000 to $99;999",,   10010,,    6010,,    4005,,  324810,,  181815,,  142995,
"Income of individuals in 2015","    $100;000 and over",,   19900,,   14065,,    5840,,  909005,,  616420,,  292585,
"Income of individuals in 2015","      $100;000 to $149;999",,   15310,,   10610,,    4700,,  600995,,  394410,,  206590,
"Income of individuals in 2015","      $150;000 and over",,    4590,,    3455,,    1135,,  308010,,  222010,,   86000,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32,  470770,,  230070,,  240695,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without after-tax income",,   29790,,   14085,,   15700,,  478635,,  227025,,  251610,
"Income of individuals in 2015","  With after-tax income",,  440980,,  215980,,  224995,,10559805,, 5115825,, 5443980,
"Income of individuals in 2015","  Percentage with after-tax income",,     93.7,,     93.9,,     93.5,,     95.7,,     95.8,,     95.6,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   81640,,   35870,,   45770,, 1659280,,  722040,,  937235,
"Income of individuals in 2015","    $10;000 to $19;999",,   87195,,   37655,,   49545,, 1906875,,  777330,, 1129540,
"Income of individuals in 2015","    $20;000 to $29;999",,   70265,,   31885,,   38375,, 1623230,,  690290,,  932940,
"Income of individuals in 2015","    $30;000 to $39;999",,   60935,,   28855,,   32080,, 1377100,,  642645,,  734450,
"Income of individuals in 2015","    $40;000 to $49;999",,   50480,,   25705,,   24775,, 1166040,,  585490,,  580555,
"Income of individuals in 2015","    $50;000 to $59;999",,   33910,,   19585,,   14325,,  845305,,  464610,,  380700,
"Income of individuals in 2015","    $60;000 to $69;999",,   21890,,   13660,,    8230,,  604005,,  354015,,  249985,
"Income of individuals in 2015","    $70;000 to $79;999",,   14705,,    8975,,    5725,,  465485,,  268140,,  197345,
"Income of individuals in 2015","    $80;000 and over",,   19965,,   13790,,    6175,,  912490,,  611260,,  301230,
"Income of individuals in 2015","      $80;000 to $89;999",,    8220,,    5265,,    2950,,  299315,,  183410,,  115905,
"Income of individuals in 2015","      $90;000 to $99;999",,    4375,,    3105,,    1270,,  174110,,  116330,,   57785,
"Income of individuals in 2015","      $100;000 and over",,    7370,,    5420,,    1950,,  439070,,  311525,,  127540,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33,  470765,,  230070,,  240690,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without employment income",,  127755,,   52035,,   75715,, 3247760,, 1344515,, 1903245,
"Income of individuals in 2015","  With employment income",,  343015,,  178035,,  164975,, 7790680,, 3998335,, 3792350,
"Income of individuals in 2015","  Percentage with employment income",,     72.9,,     77.4,,     68.5,,     70.6,,     74.8,,     66.6,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   40180,,   18440,,   21740,, 1094860,,  546920,,  547940,
"Income of individuals in 2015","    $5;000 to $9;999",,   29815,,   12785,,   17030,,  635305,,  281135,,  354165,
"Income of individuals in 2015","    $10;000 to $19;999",,   51830,,   25290,,   26540,, 1027910,,  464445,,  563465,
"Income of individuals in 2015","    $20;000 to $29;999",,   43035,,   20900,,   22135,,  827805,,  372185,,  455625,
"Income of individuals in 2015","    $30;000 to $39;999",,   40180,,   19160,,   21025,,  767840,,  351925,,  415910,
"Income of individuals in 2015","    $40;000 to $49;999",,   35910,,   17600,,   18310,,  709775,,  341320,,  368450,
"Income of individuals in 2015","    $50;000 to $59;999",,   28250,,   15695,,   12555,,  588220,,  310155,,  278065,
"Income of individuals in 2015","    $60;000 to $69;999",,   20810,,   12775,,    8035,,  465670,,  263430,,  202240,
"Income of individuals in 2015","    $70;000 to $79;999",,   15705,,   10120,,    5590,,  369085,,  218570,,  150515,
"Income of individuals in 2015","    $80;000 and over",,   37290,,   25275,,   12015,, 1304210,,  848245,,  455970,
"Income of individuals in 2015","      $80;000 to $89;999",,   11460,,    7455,,    4010,,  307660,,  182660,,  125005,
"Income of individuals in 2015","      $90;000 to $99;999",,    9025,,    5480,,    3545,,  280530,,  156440,,  124090,
"Income of individuals in 2015","      $100;000 and over",,   16810,,   12340,,    4470,,  716015,,  509140,,  206875,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,  168010,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   87290,,,...,,...,   74287,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   77156,,,...,,...,   65285,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,   20820,,,...,,..., 1341300,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   41735,,,...,,...,   36900,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   36871,,,...,,...,   33219,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,  147190,,,...,,..., 3827875,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,   94516,,,...,,...,   90967,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   83547,,,...,,...,   79528,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,  168010,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   98855,,,...,,...,   97856,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   85038,,,...,,...,   80322,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,   20855,,,...,,..., 1341115,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   49524,,,...,,...,   49571,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   41254,,,...,,...,   40830,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,  147160,,,...,,..., 3828060,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,  105846,,,...,,...,  114773,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,   91243,,,...,,...,   94157,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,  168010,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Under $5;000",,    1445,,,...,,...,   86720,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    1150,,,...,,...,   70245,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    1955,,,...,,...,  134395,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    3015,,,...,,...,  185245,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    3670,,,...,,...,  200770,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    4010,,,...,,...,  189450,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    4725,,,...,,...,  202580,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    5335,,,...,,...,  207180,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    5800,,,...,,...,  206605,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    6050,,,...,,...,  202015,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   12550,,,...,,...,  388820,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   12920,,,...,,...,  363580,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   12560,,,...,,...,  335770,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   12140,,,...,,...,  309105,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,   11625,,,...,,...,  282740,,,...,,...
"Income of households in 2015","  $100;000 and over",,   69070,,,...,,..., 1803955,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   23870,,,...,,...,  560090,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   17280,,,...,,...,  394570,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,   17635,,,...,,...,  449885,,,...,,...
"Income of households in 2015","    $200;000 and over",,   10285,,,...,,...,  399410,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,  168010,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Under $5;000",,    1520,,,...,,...,   92220,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    1155,,,...,,...,   71480,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    1995,,,...,,...,  136550,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    3130,,,...,,...,  192920,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    4040,,,...,,...,  222605,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    4435,,,...,,...,  211440,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    5410,,,...,,...,  232755,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    6275,,,...,,...,  244335,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    7030,,,...,,...,  247645,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    7355,,,...,,...,  241965,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   15590,,,...,,...,  463170,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   15220,,,...,,...,  422695,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   15070,,,...,,...,  388720,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   14055,,,...,,...,  342330,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,   12610,,,...,,...,  290720,,,...,,...
"Income of households in 2015","  $100;000 and over",,   53110,,,...,,..., 1367630,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   23515,,,...,,...,  539915,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   14060,,,...,,...,  334420,,,...,,...
"Income of households in 2015","    $150;000 and over",,   15535,,,...,,...,  493295,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,  145820,,,...,,..., 3689580,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,   92283,,,...,,...,   91089,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   81739,,,...,,...,   79531,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      3.8,,,...,,...,      3.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,   25015,,,...,,..., 1280890,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   78608,,,...,,...,   81459,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   68730,,,...,,...,   71237,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,   93055,,,...,,..., 1716115,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  103500,,,...,,...,  115381,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   91498,,,...,,...,   99205,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      4.5,,,...,,...,      4.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,   22630,,,...,,...,  584180,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   63047,,,...,,...,   54363,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   57552,,,...,,...,   50317,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      3.0,,,...,,...,      2.7,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,  145730,,,...,,..., 3689080,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  103835,,,...,,...,  115328,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   89470,,,...,,...,   94410,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,   25120,,,...,,..., 1280580,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,   89336,,,...,,...,  104425,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   74906,,,...,,...,   84952,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,   92960,,,...,,..., 1717295,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  115352,,,...,,...,  140590,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,   99479,,,...,,...,  114144,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,   22500,,,...,,...,  581945,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   70849,,,...,,...,   67748,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   63036,,,...,,...,   58742,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21,   36205,,   19405,,   16795,, 1818815,,  867175,,  951640,
